Ticker,Date,Open,High,Low,Close,Adj Close,Volume,Daily Price Chanmge
AAPL,2/7/2023,150.64,155.23,150.64,154.65,154.4142303,83322600,-4.01
AAPL,2/8/2023,153.88,154.58,151.17,151.92,151.6884003,64120100,1.96
AAPL,2/9/2023,153.78,154.33,150.42,150.87,150.6399994,56007100,2.91
AAPL,2/10/2023,149.46,151.34,149.22,151.01,151.0099945,57450700,-1.55
AAPL,2/13/2023,150.95,154.26,150.92,153.85,153.8500061,62199000,-2.9
AAPL,2/14/2023,152.12,153.77,150.86,153.2,153.1999969,61707600,-1.08
AAPL,2/15/2023,153.11,155.5,152.88,155.33,155.3300018,65573800,-2.22
AAPL,2/16/2023,153.51,156.33,153.35,153.71,153.7100067,68167900,-0.2
AAPL,2/17/2023,152.35,153,150.85,152.55,152.5500031,59144100,-0.2
AAPL,2/21/2023,150.2,151.3,148.41,148.48,148.4799957,58867200,1.72
AAPL,2/22/2023,148.87,149.95,147.16,148.91,148.9100037,51011300,-0.04
AAPL,2/23/2023,150.09,150.34,147.24,149.4,149.3999939,48394200,0.69
AAPL,2/24/2023,147.11,147.19,145.72,146.71,146.7100067,55469600,0.4
AAPL,2/27/2023,147.71,149.17,147.45,147.92,147.9199982,44998500,-0.21
AAPL,2/28/2023,147.05,149.08,146.83,147.41,147.4100037,50547000,-0.36
AAPL,3/1/2023,146.83,147.23,145.01,145.31,145.3099976,55479000,1.52
AAPL,3/2/2023,144.38,146.71,143.9,145.91,145.9100037,52238100,-1.53
AAPL,3/3/2023,148.04,151.11,147.33,151.03,151.0299988,70732300,-2.99
AAPL,3/6/2023,153.79,156.3,153.46,153.83,153.8300018,87558000,-0.04
AAPL,3/7/2023,153.7,154.03,151.13,151.6,151.6000061,56182000,2.1
AAPL,3/8/2023,152.81,153.47,151.83,152.87,152.8699951,47204800,-0.06
AAPL,3/9/2023,153.56,154.54,150.23,150.59,150.5899963,53833600,2.97
AAPL,3/10/2023,150.21,150.94,147.61,148.5,148.5,68572400,1.71
AAPL,3/13/2023,147.81,153.14,147.7,150.47,150.4700012,84457100,-2.66
AAPL,3/14/2023,151.28,153.4,150.1,152.59,152.5899963,73695900,-1.31
AAPL,3/15/2023,151.19,153.25,149.92,152.99,152.9900055,77167900,-1.8
AAPL,3/16/2023,152.16,156.46,151.64,155.85,155.8500061,76161100,-3.69
AAPL,3/17/2023,156.08,156.74,154.28,155,155,98944600,1.08
AAPL,3/20/2023,155.07,157.82,154.15,157.4,157.3999939,73641400,-2.33
AAPL,3/21/2023,157.32,159.4,156.54,159.28,159.2799988,73938300,-1.96
AAPL,3/22/2023,159.3,162.14,157.81,157.83,157.8300018,75701800,1.47
AAPL,3/23/2023,158.83,161.55,157.68,158.93,158.9299927,67622100,-0.1
AAPL,3/24/2023,158.86,160.34,157.85,160.25,160.25,59196500,-1.39
AAPL,3/27/2023,159.94,160.77,157.87,158.28,158.2799988,52390300,1.66
AAPL,3/28/2023,157.97,158.49,155.98,157.65,157.6499939,45992200,0.32
AAPL,3/29/2023,159.37,161.05,159.35,160.77,160.7700043,51305700,-1.4
AAPL,3/30/2023,161.53,162.47,161.27,162.36,162.3600006,49501700,-0.83
AAPL,3/31/2023,162.44,165,161.91,164.9,164.8999939,68749800,-2.46
AAPL,4/3/2023,164.27,166.29,164.22,166.17,166.1699982,56976200,-1.9
AAPL,4/4/2023,166.6,166.84,165.11,165.63,165.6300049,46278300,0.97
AAPL,4/5/2023,164.74,165.05,161.8,163.76,163.7599945,51511700,0.98
AAPL,4/6/2023,162.43,164.96,162,164.66,164.6600037,45390100,-2.23
AAPL,4/10/2023,161.42,162.03,160.08,162.03,162.0299988,47716900,-0.61
AAPL,4/11/2023,162.35,162.36,160.51,160.8,160.8000031,47644200,1.55
AAPL,4/12/2023,161.22,162.06,159.78,160.1,160.1000061,50133100,1.12
AAPL,4/13/2023,161.63,165.8,161.42,165.56,165.5599976,68445600,-3.93
AAPL,4/14/2023,164.59,166.32,163.82,165.21,165.2100067,49386500,-0.62
AAPL,4/17/2023,165.09,165.39,164.03,165.23,165.2299957,41516200,-0.14
AAPL,4/18/2023,166.1,167.41,165.65,166.47,166.4700012,49923000,-0.37
AAPL,4/19/2023,165.8,168.16,165.54,167.63,167.6300049,47720200,-1.83
AAPL,4/20/2023,166.09,167.87,165.56,166.65,166.6499939,52456400,-0.56
AAPL,4/21/2023,165.05,166.45,164.49,165.02,165.0200043,58337300,0.03
AAPL,4/24/2023,165,165.6,163.89,165.33,165.3300018,41949600,-0.33
AAPL,4/25/2023,165.19,166.31,163.73,163.77,163.7700043,48714100,1.42
AAPL,4/26/2023,163.06,165.28,162.8,163.76,163.7599945,45498800,-0.7
AAPL,4/27/2023,165.19,168.56,165.19,168.41,168.4100037,64902300,-3.22
AAPL,4/28/2023,168.49,169.85,167.88,169.68,169.6799927,55209200,-1.19
AAPL,5/1/2023,169.28,170.45,168.64,169.59,169.5899963,52472900,-0.31
AAPL,5/2/2023,170.09,170.35,167.54,168.54,168.5399933,48425700,1.55
AAPL,5/3/2023,169.5,170.92,167.16,167.45,167.4499969,65136000,2.05
AAPL,5/4/2023,164.89,167.04,164.31,165.79,165.7899933,81235400,-0.9
AAPL,5/5/2023,170.98,174.3,170.76,173.57,173.5700073,113316400,-2.59
MSFT,2/7/2023,260.53,268.77,260.08,267.56,266.89151,50841400,-7.03
MSFT,2/8/2023,273.2,276.76,266.21,266.73,266.0635986,54686000,6.47
MSFT,2/9/2023,273.8,273.98,262.8,263.62,262.9613647,42375100,10.18
MSFT,2/10/2023,261.53,264.09,260.66,263.1,262.4426575,25818500,-1.57
MSFT,2/13/2023,267.64,274.6,267.15,271.32,270.6421204,44630900,-3.68
MSFT,2/14/2023,272.67,274.97,269.28,272.17,271.4900208,37047900,0.5
MSFT,2/15/2023,268.32,270.73,266.18,269.32,269.3200073,28922400,-1
MSFT,2/16/2023,264.02,266.74,261.9,262.15,262.1499939,29603600,1.87
MSFT,2/17/2023,259.39,260.09,256,258.06,258.0599976,30000100,1.33
MSFT,2/21/2023,254.48,255.49,251.59,252.67,252.6699982,28397400,1.81
MSFT,2/22/2023,254.09,254.34,250.34,251.51,251.5099945,22491100,2.58
MSFT,2/23/2023,255.56,256.84,250.48,254.77,254.7700043,29219100,0.79
MSFT,2/24/2023,249.96,251,248.1,249.22,249.2200012,24990900,0.74
MSFT,2/27/2023,252.46,252.82,249.39,250.16,250.1600037,21190000,2.3
MSFT,2/28/2023,249.07,251.49,248.73,249.42,249.4199982,22491000,-0.35
MSFT,3/1/2023,250.76,250.93,245.79,246.27,246.2700043,27565300,4.49
MSFT,3/2/2023,246.55,251.4,245.61,251.11,251.1100006,24808200,-4.56
MSFT,3/3/2023,252.19,255.62,251.39,255.29,255.2899933,30760100,-3.1
MSFT,3/6/2023,256.43,260.12,255.98,256.87,256.8699951,24109800,-0.44
MSFT,3/7/2023,256.3,257.69,253.39,254.15,254.1499939,21473200,2.15
MSFT,3/8/2023,254.04,254.54,250.81,253.7,253.6999969,17340200,0.34
MSFT,3/9/2023,255.82,259.56,251.58,252.32,252.3200073,26653400,3.5
MSFT,3/10/2023,251.08,252.79,247.6,248.59,248.5899963,28333900,2.49
MSFT,3/13/2023,247.4,257.91,245.73,253.92,253.9199982,33339700,-6.52
MSFT,3/14/2023,256.75,261.07,255.86,260.79,260.7900085,33620300,-4.04
MSFT,3/15/2023,259.98,266.48,259.21,265.44,265.4400024,46028000,-5.46
MSFT,3/16/2023,265.21,276.56,263.28,276.2,276.2000122,54768800,-10.99
MSFT,3/17/2023,278.26,283.33,276.32,279.43,279.4299927,69527400,-1.17
MSFT,3/20/2023,276.98,277.48,269.85,272.23,272.230011,43466600,4.75
MSFT,3/21/2023,274.88,275,269.52,273.78,273.7799988,34558700,1.1
MSFT,3/22/2023,273.4,281.04,272.18,272.29,272.2900085,34873300,1.11
MSFT,3/23/2023,277.94,281.06,275.2,277.66,277.6600037,36610900,0.28
MSFT,3/24/2023,277.24,280.63,275.28,280.57,280.5700073,28172000,-3.33
MSFT,3/27/2023,280.5,281.46,275.52,276.38,276.3800049,26840200,4.12
MSFT,3/28/2023,275.79,276.14,272.05,275.23,275.230011,21878600,0.56
MSFT,3/29/2023,278.96,281.14,278.41,280.51,280.5100098,25087000,-1.55
MSFT,3/30/2023,284.23,284.46,281.48,284.05,284.0499878,25053400,0.18
MSFT,3/31/2023,283.73,289.27,283,288.3,288.2999878,32766000,-4.57
MSFT,4/3/2023,286.52,288.27,283.95,287.23,287.230011,24883300,-0.71
MSFT,4/4/2023,287.23,290.45,285.67,287.18,287.1799927,25824300,0.05
MSFT,4/5/2023,285.85,287.15,282.92,284.34,284.3399963,22064800,1.51
MSFT,4/6/2023,283.21,292.08,282.03,291.6,291.6000061,29770300,-8.39
MSFT,4/10/2023,289.21,289.6,284.71,289.39,289.3900146,23103000,-0.18
MSFT,4/11/2023,285.75,285.98,281.64,282.83,282.8299866,27276600,2.92
MSFT,4/12/2023,284.79,287.01,281.96,283.49,283.4899902,27403400,1.3
MSFT,4/13/2023,283.59,289.9,283.17,289.84,289.8399963,24222700,-6.25
MSFT,4/14/2023,287,288.48,283.69,286.14,286.1400146,20987900,0.86
MSFT,4/17/2023,289.93,291.6,286.16,288.8,288.7999878,23836200,1.13
MSFT,4/18/2023,291.57,291.76,287.01,288.37,288.3699951,20161800,3.2
MSFT,4/19/2023,285.99,289.05,284.54,288.45,288.4500122,17150300,-2.46
MSFT,4/20/2023,285.25,289.03,285.08,286.11,286.1099854,23244400,-0.86
MSFT,4/21/2023,285.01,286.27,283.06,285.76,285.7600098,21676400,-0.75
MSFT,4/24/2023,282.09,284.95,278.72,281.77,281.769989,26611000,0.32
MSFT,4/25/2023,279.51,281.6,275.37,275.42,275.4200134,45772200,4.09
MSFT,4/26/2023,296.7,299.57,292.73,295.37,295.3699951,64599200,1.33
MSFT,4/27/2023,295.97,305.2,295.25,304.83,304.8299866,46462600,-8.86
MSFT,4/28/2023,304.01,308.93,303.31,307.26,307.2600098,36446700,-3.25
MSFT,5/1/2023,306.97,308.6,305.15,305.56,305.5599976,21294100,1.41
MSFT,5/2/2023,307.76,309.18,303.91,305.41,305.4100037,26404400,2.35
MSFT,5/3/2023,306.62,308.61,304.09,304.4,304.3999939,22360800,2.22
MSFT,5/4/2023,306.24,307.76,303.4,305.41,305.4100037,22519900,0.83
MSFT,5/5/2023,305.72,311.97,304.27,310.65,310.6499939,28181200,-4.93
NFLX,2/7/2023,358.51,364.18,354.18,362.95,362.9500122,6289400,-4.44
NFLX,2/8/2023,360.02,368.19,358.31,366.83,366.8299866,6253200,-6.81
NFLX,2/9/2023,372.41,373.83,361.74,362.5,362.5,6901100,9.91
NFLX,2/10/2023,359.16,362.14,347.14,347.36,347.3599854,7291100,11.8
NFLX,2/13/2023,349.5,359.7,344.25,358.57,358.5700073,7134400,-9.07
NFLX,2/14/2023,357.55,363.75,353.4,359.96,359.9599915,4624800,-2.41
NFLX,2/15/2023,356.63,362.88,354.24,361.42,361.4200134,3966000,-4.79
NFLX,2/16/2023,355,361.5,350.31,350.71,350.7099915,5215700,4.29
NFLX,2/17/2023,347.91,349,342.44,347.96,347.9599915,5294700,-0.05
NFLX,2/21/2023,342.85,344.13,336.42,337.5,337.5,5710300,5.35
NFLX,2/22/2023,337.5,341.91,332.82,334.88,334.8800049,4546200,2.62
NFLX,2/23/2023,331.23,331.28,314.3,323.65,323.6499939,13238700,7.58
NFLX,2/24/2023,319.3,321.5,314.52,317.15,317.1499939,6830700,2.15
NFLX,2/27/2023,323.87,330,322.12,323.03,323.0299988,6142600,0.84
NFLX,2/28/2023,323.7,327.62,321.17,322.13,322.1300049,3676100,1.57
NFLX,3/1/2023,321.55,326.6,312.36,313.48,313.480011,4911300,8.07
NFLX,3/2/2023,310.96,315.57,310.38,311.88,311.8800049,4911000,-0.92
NFLX,3/3/2023,315.45,317.49,310.82,315.18,315.1799927,5953300,0.27
NFLX,3/6/2023,317,323.3,311.84,312.03,312.0299988,5660700,4.97
NFLX,3/7/2023,312.68,314.3,306.62,308.47,308.4700012,4553100,4.21
NFLX,3/8/2023,309.29,311.83,305.75,311.79,311.7900085,3479500,-2.5
NFLX,3/9/2023,312.08,312.51,294.88,297.78,297.7799988,7443400,14.3
NFLX,3/10/2023,297.9,298.79,289,292.76,292.7600098,5759300,5.14
NFLX,3/13/2023,287.34,299.24,285.33,293.51,293.5100098,6292400,-6.17
NFLX,3/14/2023,295.97,297.45,290.31,294.94,294.9400024,5956700,1.03
NFLX,3/15/2023,292.51,306.31,292.28,303.79,303.7900085,9215300,-11.28
NFLX,3/16/2023,304.75,316.6,301.71,310.06,310.0599976,7903700,-5.31
NFLX,3/17/2023,310.06,310.76,300,303.5,303.5,6918800,6.56
NFLX,3/20/2023,299.79,307.5,296,305.13,305.1300049,5113400,-5.34
NFLX,3/21/2023,306.32,307.92,300.43,305.79,305.7900085,4886300,0.53
NFLX,3/22/2023,306.31,306.45,293.54,293.9,293.8999939,5808000,12.41
NFLX,3/23/2023,304.68,322.78,304.14,320.37,320.3699951,15653300,-15.69
NFLX,3/24/2023,320.63,331.83,320.63,328.39,328.3900146,12991700,-7.76
NFLX,3/27/2023,327.55,336.44,324.41,327.66,327.6600037,8625800,-0.11
NFLX,3/28/2023,326.06,333.32,321.28,323.52,323.519989,6489400,2.54
NFLX,3/29/2023,326.29,332.85,325.73,332.03,332.0299988,6287300,-5.74
NFLX,3/30/2023,340.27,343.29,335.3,338.43,338.4299927,7131500,1.84
NFLX,3/31/2023,340.05,345.84,337.2,345.48,345.480011,5610200,-5.43
NFLX,4/3/2023,341.83,348.58,340.4,348.28,348.2799988,4413700,-6.45
NFLX,4/4/2023,348.49,349.8,343.95,346.75,346.75,3298100,1.74
NFLX,4/5/2023,345.3,345.43,336.25,342.35,342.3500061,4205500,2.95
NFLX,4/6/2023,339.34,340.48,332.63,339.33,339.3299866,4660500,0.01
NFLX,4/10/2023,335.27,339.88,333.36,338.99,338.9899902,2657900,-3.72
NFLX,4/11/2023,343.45,347.14,337.64,338.21,338.2099915,4044800,5.24
NFLX,4/12/2023,340.81,342.8,330.04,331.03,331.0299988,3965400,9.78
NFLX,4/13/2023,339.99,346.43,338.75,346.19,346.1900024,7406400,-6.2
NFLX,4/14/2023,342.94,344.85,336.41,338.63,338.6300049,5350500,4.31
NFLX,4/17/2023,338,338.39,327.5,332.72,332.7200012,6136000,5.28
NFLX,4/18/2023,335,337.19,330.5,333.7,333.7000122,17944500,1.3
NFLX,4/19/2023,324.21,325.75,316.1,323.12,323.1199951,22128300,1.09
NFLX,4/20/2023,320.39,331.43,318.33,325.35,325.3500061,9947800,-4.96
NFLX,4/21/2023,323,328.29,319.5,327.98,327.980011,6348000,-4.98
NFLX,4/24/2023,330.2,334.66,326.75,329.02,329.019989,5586600,1.18
NFLX,4/25/2023,328.5,328.66,321.1,322.55,322.5499878,5426600,5.95
NFLX,4/26/2023,321.36,325.9,320.47,321.15,321.1499939,4623200,0.21
NFLX,4/27/2023,324.3,327.45,317.44,325.85,325.8500061,5618800,-1.55
NFLX,4/28/2023,325.24,330.81,324,329.93,329.9299927,4221900,-4.69
NFLX,5/1/2023,329.44,331.23,318.09,324.12,324.1199951,5341500,5.32
NFLX,5/2/2023,325,326.07,315.62,317.55,317.5499878,4318600,7.45
NFLX,5/3/2023,317.55,324.62,315.85,319.3,319.2999878,5064100,-1.75
NFLX,5/4/2023,319.01,323.61,317.95,320.78,320.7799988,3879700,-1.77
NFLX,5/5/2023,323.61,324.15,319.44,322.76,322.7600098,3988600,0.85
GOOG,2/7/2023,103.63,108.67,103.55,108.04,108.0400009,33738800,-4.41
GOOG,2/8/2023,102.69,103.58,98.46,100,100,73546000,2.69
GOOG,2/9/2023,100.54,100.61,93.86,95.46,95.45999908,97798600,5.08
GOOG,2/10/2023,95.74,97.02,94.53,94.86,94.86000061,49325300,0.88
GOOG,2/13/2023,95.01,95.35,94.05,95,95,43116600,0.01
GOOG,2/14/2023,94.66,95.18,92.65,94.95,94.94999695,42513100,-0.29
GOOG,2/15/2023,94.74,97.34,94.36,97.1,97.09999847,36964500,-2.36
GOOG,2/16/2023,95.54,97.88,94.97,95.78,95.77999878,35642100,-0.24
GOOG,2/17/2023,95.07,95.75,93.45,94.59,94.58999634,31095100,0.48
GOOG,2/21/2023,93.24,93.42,92,92.05,92.05000305,28367200,1.19
GOOG,2/22/2023,91.93,92.36,90.87,91.8,91.80000305,29891100,0.13
GOOG,2/23/2023,92.13,92.13,90.01,91.07,91.06999969,32423700,1.06
GOOG,2/24/2023,89.63,90.13,88.86,89.35,89.34999847,31295600,0.28
GOOG,2/27/2023,90.09,90.45,89.61,90.1,90.09999847,22724300,-0.01
GOOG,2/28/2023,89.54,91.45,89.52,90.3,90.30000305,30546900,-0.76
GOOG,3/1/2023,90.16,91.2,89.85,90.51,90.51000214,26323900,-0.35
GOOG,3/2/2023,89.86,92.48,89.77,92.31,92.30999756,23328600,-2.45
GOOG,3/3/2023,92.74,94.11,92.66,94.02,94.01999664,30242500,-1.28
GOOG,3/6/2023,94.36,96.3,94.3,95.58,95.58000183,28288200,-1.22
GOOG,3/7/2023,95.42,96.09,93.84,94.17,94.16999817,24101500,1.25
GOOG,3/8/2023,94.4,96.24,94.4,94.65,94.65000153,25395200,-0.25
GOOG,3/9/2023,94.49,95.92,92.36,92.66,92.66000366,24438900,1.83
GOOG,3/10/2023,92.5,93.18,90.8,91.01,91.01000214,32850100,1.49
GOOG,3/13/2023,90.57,93.08,89.94,91.66,91.66000366,31508600,-1.09
GOOG,3/14/2023,93.07,94.83,92.78,94.25,94.25,32303900,-1.18
GOOG,3/15/2023,93.54,97.25,93.04,96.55,96.55000305,38367300,-3.01
GOOG,3/16/2023,96.57,101.97,95.87,101.07,101.0699997,54499500,-4.5
GOOG,3/17/2023,100.84,103.49,100.75,102.46,102.4599991,76140300,-1.62
GOOG,3/20/2023,101.06,102.58,100.79,101.93,101.9300003,26033900,-0.87
GOOG,3/21/2023,101.98,105.96,101.86,105.84,105.8399963,33122800,-3.86
GOOG,3/22/2023,105.14,107.51,104.21,104.22,104.2200012,32336900,0.92
GOOG,3/23/2023,105.89,107.1,105.41,106.26,106.2600021,31385800,-0.37
GOOG,3/24/2023,105.74,106.16,104.74,106.06,106.0599976,25245000,-0.32
GOOG,3/27/2023,105.32,105.4,102.63,103.06,103.0599976,25393400,2.26
GOOG,3/28/2023,103,103,100.28,101.36,101.3600006,24913500,1.64
GOOG,3/29/2023,102.72,102.82,101.03,101.9,101.9000015,26148300,0.82
GOOG,3/30/2023,101.44,101.61,100.29,101.32,101.3199997,25009800,0.12
GOOG,3/31/2023,101.71,104.19,101.44,104,104,28086500,-2.29
GOOG,4/3/2023,102.67,104.95,102.38,104.91,104.9100037,20719900,-2.24
GOOG,4/4/2023,104.84,106.1,104.6,105.12,105.1200027,20377200,-0.28
GOOG,4/5/2023,106.12,106.54,104.1,104.95,104.9499969,21864200,1.17
GOOG,4/6/2023,105.77,109.63,104.82,108.9,108.9000015,34684200,-3.13
GOOG,4/10/2023,107.39,107.97,105.6,106.95,106.9499969,19741500,0.44
GOOG,4/11/2023,106.92,107.22,105.28,106.12,106.1200027,18721300,0.8
GOOG,4/12/2023,107.39,107.59,104.97,105.22,105.2200012,22761600,2.17
GOOG,4/13/2023,106.47,108.26,106.44,108.19,108.1900024,21650700,-1.72
GOOG,4/14/2023,107.69,109.58,107.59,109.46,109.4599991,20745400,-1.77
GOOG,4/17/2023,105.43,106.71,105.32,106.42,106.4199982,29043400,-0.99
GOOG,4/18/2023,107,107.05,104.78,105.12,105.1200027,17641400,1.88
GOOG,4/19/2023,104.21,105.72,103.8,105.02,105.0199966,16732000,-0.81
GOOG,4/20/2023,104.65,106.89,104.64,105.9,105.9000015,22515300,-1.25
GOOG,4/21/2023,106.09,106.64,105.49,105.91,105.9100037,22369800,0.18
GOOG,4/24/2023,106.05,107.32,105.36,106.78,106.7799988,21410900,-0.73
GOOG,4/25/2023,106.61,107.44,104.56,104.61,104.6100006,31408100,2
GOOG,4/26/2023,105.56,107.02,103.27,104.45,104.4499969,37068200,1.11
GOOG,4/27/2023,105.23,109.15,104.42,108.37,108.3700027,38235200,-3.14
GOOG,4/28/2023,107.8,108.29,106.04,108.22,108.2200012,23957900,-0.42
GOOG,5/1/2023,107.72,108.68,107.5,107.71,107.7099991,20926300,0.01
GOOG,5/2/2023,107.66,107.73,104.5,105.98,105.9800034,20343100,1.68
GOOG,5/3/2023,106.22,108.13,105.62,106.12,106.1200027,17116300,0.1
GOOG,5/4/2023,106.16,106.3,104.7,105.21,105.2099991,19780600,0.95
GOOG,5/5/2023,105.32,106.44,104.74,106.21,106.2149963,20705300,-0.89
